timestamp,gpu_id,utilization_pct,memory_used_mb,memory_total_mb,power_draw_w,sm_clock_mhz,temperature_c
1776342912.7178886,0,0.0,762.4,81920.0,54.5,210,56
1776342913.2588758,0,0.0,762.4,81920.0,54.4,210,55
1776342913.7590826,0,0.0,762.4,81920.0,54.3,210,55
1776342914.259275,0,0.0,762.4,81920.0,54.0,210,55
1776342914.759556,0,0.0,762.4,81920.0,54.0,210,55
1776342915.2598157,0,0.0,762.4,81920.0,53.8,210,54
1776342915.760191,0,0.0,762.4,81920.0,53.6,210,54
1776342916.2604032,0,0.0,762.4,81920.0,53.4,210,54
1776342916.7605782,0,0.0,765.7,81920.0,53.3,210,54
1776342917.260794,0,0.0,765.7,81920.0,53.1,210,54
1776342917.7610388,0,0.0,762.4,81920.0,53.0,210,53
1776342918.2612648,0,0.0,762.4,81920.0,52.9,210,53
1776342918.7614956,0,0.0,762.4,81920.0,52.8,210,53
1776342919.261685,0,0.0,762.4,81920.0,52.7,210,53
1776342919.7618852,0,0.0,762.4,81920.0,52.6,210,53
