tenant,request_id,submit_time,ttft_ms,total_latency_ms,tokens_out,prompt_tokens,error
flooder,7996,1776779104.255653,27.727365493774414,1512.1865272521973,63,0,
flooder,3788,1776778971.0318854,69.34905052185059,1688.697099685669,63,0,
flooder,1489,1776778899.3701537,36.005496978759766,1493.9675331115723,63,0,
flooder,2957,1776778944.5776305,27.44150161743164,1682.0530891418457,63,0,
flooder,1443,1776778897.7728062,133.44502449035645,1573.9052295684814,63,0,
flooder,2812,1776778940.442223,37.16588020324707,1905.693531036377,63,0,
flooder,3711,1776778968.8170996,44.625043869018555,1709.6731662750244,64,0,
flooder,8432,1776779119.1008065,88.55009078979492,1623.702049255371,60,0,
flooder,2785,1776778939.794945,39.55411911010742,1975.2552509307861,63,0,
flooder,3785,1776778970.9843783,59.27538871765137,1735.832929611206,63,0,
flooder,8081,1776779107.1378376,53.59649658203125,2163.2509231567383,61,0,
flooder,1473,1776778898.648329,41.095733642578125,1478.7180423736572,63,0,
flooder,1551,1776778901.2590258,86.47346496582031,1719.3629741668701,60,0,
flooder,2791,1776778939.910708,54.532527923583984,1938.13157081604,64,0,
flooder,3819,1776778971.9187574,42.14286804199219,1588.3605480194092,64,0,
flooder,8146,1776779109.3969758,52.99878120422363,1849.078893661499,63,0,
flooder,1486,1776778899.2497268,52.09517478942871,1536.355972290039,64,0,
flooder,3034,1776778946.6892502,33.902883529663086,1396.2502479553223,60,0,
flooder,3721,1776778969.1062987,54.164886474609375,1722.2373485565186,64,0,
flooder,8074,1776779107.0234294,88.72056007385254,2187.690258026123,62,0,
flooder,1395,1776778896.3204777,27.066946029663086,1615.8714294433594,60,0,
flooder,2790,1776778939.8849242,61.75041198730469,1962.965488433838,63,0,
flooder,3854,1776778973.198866,53.32636833190918,1806.0286045074463,64,0,
flooder,8071,1776779106.9912136,25.62856674194336,2205.1780223846436,64,0,
flooder,1350,1776778894.9061837,45.772552490234375,1704.3914794921875,64,0,
flooder,3125,1776778949.7566388,59.98039245605469,1966.4127826690674,61,0,
flooder,3915,1776778974.9569042,82.17144012451172,1828.4633159637451,60,0,
flooder,8434,1776779119.1403534,30.805110931396484,1584.7153663635254,64,0,
flooder,1424,1776778897.1450758,47.55973815917969,1604.6972274780273,63,0,
flooder,2808,1776778940.3773901,34.63006019592285,1899.1162776947021,62,0,
flooder,3948,1776778975.8097398,60.66107749938965,1599.6379852294922,64,0,
flooder,8336,1776779115.6721356,51.215171813964844,1681.2710762023926,63,0,
flooder,1324,1776778894.1546926,49.96061325073242,1727.2021770477295,64,0,
flooder,2814,1776778940.4834938,58.92491340637207,1898.4737396240234,64,0,
flooder,3782,1776778970.9002573,67.94023513793945,1776.346206665039,60,0,
flooder,8138,1776779109.2837405,64.8043155670166,1896.89302444458,64,0,
flooder,1344,1776778894.7401397,31.258344650268555,1688.0278587341309,62,0,
flooder,2875,1776778942.0997274,32.63688087463379,1962.8448486328125,61,0,
flooder,3713,1776778968.830362,31.46648406982422,1697.7739334106445,61,0,
flooder,8284,1776779113.93959,52.71553993225098,1938.92502784729,61,0,
flooder,2960,1776778944.6841102,69.34857368469238,1700.8302211761475,62,0,
flooder,3784,1776778970.9693694,56.420087814331055,1750.7283687591553,64,0,
flooder,8275,1776779113.7294495,48.30336570739746,1878.533124923706,59,0,
flooder,1615,1776778903.153906,37.641286849975586,1649.6977806091309,61,0,
flooder,1609,1776778902.9938004,45.979976654052734,1761.7881298065186,64,0,
flooder,2872,1776778942.0395217,56.10013008117676,2022.709846496582,64,0,
flooder,3802,1776778971.6872938,52.80137062072754,1782.4296951293945,62,0,
flooder,8140,1776779109.2997298,64.70727920532227,1880.983829498291,63,0,
flooder,1329,1776778894.303603,30.194759368896484,1710.2103233337402,59,0,
flooder,3005,1776778945.9024043,26.833057403564453,1468.1105613708496,60,0,
flooder,3969,1776778976.604248,84.56277847290039,1605.2210330963135,62,0,
flooder,8075,1776779107.0269437,86.92479133605957,2186.4163875579834,56,0,
flooder,1605,1776778902.8952835,61.41090393066406,1665.611743927002,58,0,
flooder,3116,1776778949.4727867,57.88683891296387,1910.0372791290283,62,0,
flooder,3728,1776778969.3142574,40.26675224304199,1802.2561073303223,64,0,
flooder,8142,1776779109.3134553,91.74203872680664,1865.8685684204102,56,0,
flooder,1414,1776778896.8405242,37.52565383911133,1554.0592670440674,61,0,
flooder,2946,1776778944.2152116,47.50490188598633,1670.0215339660645,63,0,
flooder,4052,1776778979.6926694,38.15317153930664,1438.1263256072998,64,0,
flooder,8206,1776779111.3165047,55.82237243652344,2078.4406661987305,59,0,
flooder,1394,1776778896.3102765,37.33229637145996,1626.0082721710205,64,0,
flooder,3129,1776778949.8414984,64.39089775085449,1896.7890739440918,57,0,
flooder,3717,1776778968.9455416,57.00516700744629,1725.5525588989258,58,0,
flooder,8076,1776779107.0333436,53.78460884094238,2178.002119064331,64,0,
flooder,1674,1776778904.966292,44.88086700439453,1962.1353149414062,64,0,
flooder,2942,1776778944.1437447,59.22389030456543,1741.3010597229004,64,0,
flooder,3847,1776778973.053185,55.03582954406738,1804.2426109313965,61,0,
flooder,8405,1776779118.1253474,57.760000228881836,1945.7008838653564,58,0,
flooder,1330,1776778894.3069565,26.92866325378418,1706.8824768066406,64,0,
flooder,2951,1776778944.3545163,78.26733589172363,1654.7963619232178,57,0,
flooder,4092,1776778981.1533942,34.646034240722656,1618.2365417480469,61,0,
flooder,8155,1776779109.6768858,120.48459053039551,2232.1174144744873,60,0,
flooder,1422,1776778897.0639899,34.4698429107666,1593.7824249267578,61,0,
flooder,2792,1776778939.920197,45.136213302612305,1927.0133972167969,64,0,
flooder,3911,1776778974.8494532,39.310455322265625,1840.6710624694824,64,0,
flooder,8135,1776779109.2130597,60.868024826049805,1890.165090560913,64,0,
flooder,1401,1776778896.4529512,42.510986328125,1558.7918758392334,63,0,
flooder,2944,1776778944.1982691,40.44008255004883,1685.516595840454,64,0,
flooder,3791,1776778971.1091678,51.76591873168945,1656.538486480713,60,0,
flooder,8150,1776779109.544205,27.03714370727539,1777.813196182251,61,0,
flooder,1490,1776778899.4565015,54.962873458862305,1549.8888492584229,64,0,
flooder,2796,1776778940.0398073,42.975664138793945,1912.1711254119873,63,0,
flooder,3787,1776778971.018764,42.70672798156738,1701.6618251800537,62,0,
flooder,8080,1776779107.1273105,64.25023078918457,2171.750068664551,63,0,
flooder,1339,1776778894.6458282,39.629459381103516,1736.6042137145996,64,0,
flooder,2793,1776778939.9250195,41.47219657897949,1922.9605197906494,64,0,
flooder,3722,1776778969.1186032,41.709184646606445,1710.6049060821533,64,0,
flooder,8212,1776779111.499017,412.8999710083008,2055.757999420166,62,0,
flooder,1466,1776778898.4765937,31.911849975585938,1457.7479362487793,64,0,
flooder,2807,1776778940.35145,58.39252471923828,1924.987554550171,64,0,
flooder,3937,1776778975.5707653,60.988664627075195,1734.0583801269531,64,0,
flooder,8083,1776779107.1926577,91.22657775878906,2211.1456394195557,63,0,
flooder,1393,1776778896.2920938,53.70759963989258,1644.115686416626,64,0,
flooder,2794,1776778939.9726548,46.76198959350586,1913.9206409454346,64,0,
flooder,3980,1776778976.981511,62.77942657470703,1455.8959007263184,64,0,
flooder,8208,1776779111.4216273,62.964677810668945,2133.72540473938,64,0,
flooder,1458,1776778898.1344385,42.533159255981445,1448.9424228668213,64,0,
flooder,2815,1776778940.505592,38.49077224731445,1874.8478889465332,63,0,
