timestamp,gpu_index,utilization_pct,memory_used_mb,memory_total_mb,power_draw_w,sm_clock_mhz
1776342894.9257443,0,100.0,70795.25,81920.0,299.789,1275
1776342895.0268507,0,100.0,70795.25,81920.0,268.844,1395
1776342895.1270325,0,100.0,70795.25,81920.0,86.668,1215
1776342895.227212,0,46.0,70795.25,81920.0,303.979,1305
1776342895.3274024,0,46.0,70795.25,81920.0,299.875,1305
1776342895.4276094,0,100.0,70795.25,81920.0,299.875,1305
1776342895.5278602,0,100.0,70795.25,81920.0,304.686,1305
1776342895.6280663,0,100.0,70795.25,81920.0,304.686,1305
1776342895.7283118,0,100.0,70795.25,81920.0,299.03,1305
1776342895.8296058,0,100.0,70795.25,81920.0,303.817,1305
1776342895.929811,0,100.0,70795.25,81920.0,293.432,1305
1776342896.030391,0,100.0,70795.25,81920.0,299.398,1290
1776342896.1305954,0,100.0,70795.25,81920.0,297.882,1290
1776342896.2308016,0,100.0,70795.25,81920.0,290.26,1275
1776342896.331044,0,100.0,70795.25,81920.0,294.419,1290
1776342896.4312503,0,100.0,70795.25,81920.0,300.563,1290
1776342896.5314982,0,100.0,70795.25,81920.0,299.883,1290
1776342896.6317065,0,100.0,70795.25,81920.0,298.525,1290
1776342896.7319114,0,100.0,70795.25,81920.0,298.525,1305
1776342896.8321214,0,100.0,70795.25,81920.0,310.647,1275
1776342896.9323308,0,100.0,70795.25,81920.0,298.333,1290
1776342897.0325828,0,100.0,70795.25,81920.0,298.333,1275
1776342897.1327884,0,100.0,70795.25,81920.0,289.805,1275
1776342897.2329922,0,100.0,70795.25,81920.0,289.805,1290
1776342897.333199,0,100.0,70795.25,81920.0,301.05,1290
1776342897.4334207,0,100.0,70795.25,81920.0,298.349,1290
1776342897.5336318,0,100.0,70795.25,81920.0,297.654,1290
1776342897.6338043,0,100.0,70795.25,81920.0,302.683,1290
1776342897.7339487,0,100.0,70795.25,81920.0,296.97,1290
1776342897.8341043,0,100.0,70795.25,81920.0,300.357,1290
1776342897.934273,0,100.0,70795.25,81920.0,304.612,1290
1776342898.0344555,0,100.0,70795.25,81920.0,312.247,1275
1776342898.134675,0,100.0,70795.25,81920.0,292.195,1275
1776342898.2348826,0,100.0,70795.25,81920.0,298.446,1290
1776342898.335091,0,100.0,70795.25,81920.0,305.882,1290
1776342898.4353054,0,100.0,70795.25,81920.0,299.6,1275
1776342898.5358627,0,100.0,70795.25,81920.0,295.728,1275
1776342898.6360714,0,100.0,70795.25,81920.0,293.62,1290
1776342898.7362816,0,100.0,70795.25,81920.0,302.186,1290
1776342898.8364897,0,100.0,70795.25,81920.0,306.44,1275
1776342898.9367025,0,100.0,70795.25,81920.0,297.981,1275
1776342899.036914,0,100.0,70795.25,81920.0,290.649,1275
