request_id,timestamp,ttft_ms,tpot_ms,total_latency_ms,tokens_in,tokens_out,error
0,1776342894.9104276,170.3033447265625,19.03968885833142,5025.424003601074,173,256,
1,1776342894.9105947,169.77953910827637,19.00625789866728,5016.375303268433,74,256,
2,1776342894.9106474,170.7472801208496,18.96962652019426,5008.002042770386,119,256,
3,1776342894.9106922,170.53627967834473,19.014857797061694,5019.325017929077,83,256,
4,1776342894.9107382,170.1054573059082,18.987529418047735,5011.925458908081,65,256,
5,1776342894.910827,169.12031173706055,18.980346941480448,5009.108781814575,47,256,
6,1776342894.910872,170.55368423461914,18.97728583391975,5009.761571884155,137,256,
7,1776342894.9109116,170.42112350463867,19.042041254978553,5026.14164352417,38,256,
8,1776342894.910947,123.25382232666016,19.111052681418027,4996.572256088257,56,256,
9,1776342894.9109843,123.14057350158691,19.059256946339328,4983.251094818115,182,256,
10,1776342894.9110208,169.55804824829102,19.014996173335057,5018.3820724487305,20,256,
11,1776342894.911057,123.19612503051758,19.085430631450578,4989.980936050415,137,256,
12,1776342894.9110935,170.3803539276123,18.995560851751588,5014.248371124268,38,256,
13,1776342894.9111297,122.77817726135254,19.102043264052448,4993.799209594727,137,256,
14,1776342894.911165,123.2302188873291,19.11489355797861,4997.528076171875,47,256,
15,1776342894.9112027,170.46141624450684,18.954990424361885,5003.983974456787,38,256,
16,1776342894.9112399,170.43375968933105,18.95612454881855,5004.2455196380615,65,256,
17,1776342894.911277,170.3348159790039,18.945817386402805,5001.518249511719,20,256,
18,1776342894.911315,168.9901351928711,19.050335416606828,5026.825666427612,146,256,
19,1776342894.9113533,122.40123748779297,19.120072383506624,4998.019695281982,146,256,
20,1776342894.911392,169.36492919921875,19.041886984133253,5025.046110153198,38,256,
21,1776342894.9114282,122.50328063964844,19.105700885548313,4994.457006454468,128,256,
22,1776342894.9114652,170.04728317260742,19.003707287358303,5015.992641448975,182,256,
23,1776342894.9115613,122.50590324401855,19.04628136578728,4979.307651519775,173,256,
24,1776342894.911604,168.48182678222656,18.991595623539943,5011.338710784912,83,256,
25,1776342894.9116423,122.24078178405762,19.043815837186926,4978.413820266724,137,256,
26,1776342894.9116812,122.05791473388672,19.039496253518497,4977.1294593811035,119,256,
27,1776342894.91172,122.51925468444824,19.083648569443646,4988.849639892578,92,256,
28,1776342894.9117568,169.7070598602295,18.992053761201745,5012.680768966675,119,256,
29,1776342894.9117947,168.52259635925293,19.05210251901664,5026.808738708496,65,256,
30,1776342894.9118364,168.26248168945312,18.99278771643545,5011.423349380493,47,256,
31,1776342894.9118748,122.04647064208984,19.1041254529766,4993.598461151123,83,256,
32,1776342894.911915,168.78128051757812,19.03366481556612,5022.3658084869385,74,256,
33,1776342894.911955,169.2516803741455,19.013316958558324,5017.647504806519,128,256,
34,1776342894.911996,169.25311088562012,19.022348815319585,5019.952058792114,146,256,
35,1776342894.912033,169.61050033569336,18.95140573090198,5002.218961715698,74,256,
36,1776342894.912221,169.09074783325195,19.032461502972772,5022.368431091309,146,256,
37,1776342894.9122615,168.9772605895996,19.016065784529143,5018.074035644531,182,256,
38,1776342894.9125712,121.29950523376465,19.09773396510704,4991.22166633606,155,256,
39,1776342894.9126132,168.05768013000488,19.031875273760626,5021.185874938965,164,256,
