timestamp,gpu_index,utilization_pct,memory_used_mb,memory_total_mb,power_draw_w,sm_clock_mhz
1776342848.2871265,0,100.0,70795.25,81920.0,291.198,1380
1776342848.38848,0,100.0,70795.25,81920.0,179.379,1395
1776342848.4887092,0,49.0,70795.25,81920.0,88.41,1245
1776342848.5889246,0,49.0,70795.25,81920.0,260.011,1335
1776342848.6891425,0,93.0,70795.25,81920.0,294.003,1350
1776342848.7894218,0,93.0,70795.25,81920.0,297.085,1350
1776342848.8896365,0,100.0,70795.25,81920.0,300.349,1350
1776342848.9898531,0,100.0,70795.25,81920.0,298.844,1350
1776342849.0900705,0,100.0,70795.25,81920.0,298.844,1350
1776342849.1907265,0,100.0,70795.25,81920.0,301.313,1350
1776342849.2909446,0,100.0,70795.25,81920.0,299.183,1335
1776342849.3911629,0,100.0,70795.25,81920.0,304.687,1335
1776342849.491387,0,100.0,70795.25,81920.0,294.762,1335
1776342849.5916147,0,100.0,70795.25,81920.0,294.186,1335
1776342849.691835,0,100.0,70795.25,81920.0,302.969,1350
1776342849.7920694,0,100.0,70795.25,81920.0,299.321,1350
1776342849.8922849,0,100.0,70795.25,81920.0,294.783,1335
1776342849.9925034,0,100.0,70795.25,81920.0,298.835,1335
1776342850.0927165,0,100.0,70795.25,81920.0,298.835,1350
1776342850.1929383,0,100.0,70795.25,81920.0,293.921,1350
1776342850.2933655,0,100.0,70795.25,81920.0,304.599,1335
1776342850.3935804,0,100.0,70795.25,81920.0,299.112,1335
1776342850.493801,0,100.0,70795.25,81920.0,291.89,1335
1776342850.5940197,0,100.0,70795.25,81920.0,292.361,1335
1776342850.6942418,0,100.0,70795.25,81920.0,291.881,1335
1776342850.7944582,0,100.0,70795.25,81920.0,292.847,1335
1776342850.8946748,0,100.0,70795.25,81920.0,298.063,1335
1776342850.9949293,0,100.0,70795.25,81920.0,294.408,1335
1776342851.0951936,0,100.0,70795.25,81920.0,293.891,1335
1776342851.1954114,0,100.0,70795.25,81920.0,298.532,1335
1776342851.2956326,0,100.0,70795.25,81920.0,301.069,1335
1776342851.395852,0,100.0,70795.25,81920.0,304.22,1335
1776342851.4960697,0,100.0,70795.25,81920.0,298.811,1335
1776342851.596284,0,100.0,70795.25,81920.0,300.741,1335
1776342851.6964986,0,100.0,70795.25,81920.0,297.263,1335
1776342851.7969928,0,100.0,70795.25,81920.0,294.789,1335
1776342851.897208,0,100.0,70795.25,81920.0,296.899,1335
1776342851.9974597,0,100.0,70795.25,81920.0,294.67,1335
1776342852.0976737,0,100.0,70795.25,81920.0,294.67,1335
1776342852.1978838,0,100.0,70795.25,81920.0,298.158,1350
1776342852.2981014,0,100.0,70795.25,81920.0,301.416,1335
1776342852.3983197,0,100.0,70795.25,81920.0,301.416,1335
1776342852.498537,0,100.0,70795.25,81920.0,298.24,1335
1776342852.5987518,0,100.0,70795.25,81920.0,297.769,1335
1776342852.6993754,0,100.0,70795.25,81920.0,296.056,1380
1776342852.7995677,0,100.0,70795.25,81920.0,322.425,1290
1776342852.8997815,0,99.0,70795.25,81920.0,292.462,1335
1776342853.0004616,0,99.0,70795.25,81920.0,292.462,1350
1776342853.1006756,0,100.0,70795.25,81920.0,302.525,1350
1776342853.2008827,0,100.0,70795.25,81920.0,297.778,1335
1776342853.3010535,0,100.0,70795.25,81920.0,297.778,1350
1776342853.4012096,0,100.0,70795.25,81920.0,302.759,1350
1776342853.5013485,0,100.0,70795.25,81920.0,302.759,1335
1776342853.6014755,0,100.0,70795.25,81920.0,299.12,1320
1776342853.7018936,0,100.0,70795.25,81920.0,290.598,1335
1776342853.8020477,0,100.0,70795.25,81920.0,295.834,1335
1776342853.9022195,0,100.0,70795.25,81920.0,291.473,1335
1776342854.0024,0,100.0,70795.25,81920.0,293.614,1335
1776342854.1025631,0,100.0,70795.25,81920.0,297.502,1335
1776342854.2026901,0,100.0,70795.25,81920.0,300.937,1335
1776342854.3028367,0,100.0,70795.25,81920.0,296.207,1335
1776342854.4030006,0,100.0,70795.25,81920.0,297.963,1335
1776342854.50317,0,100.0,70795.25,81920.0,298.722,1335
1776342854.603346,0,100.0,70795.25,81920.0,300.845,1335
1776342854.7035096,0,100.0,70795.25,81920.0,307.671,1350
1776342854.803692,0,100.0,70795.25,81920.0,303.551,1335
1776342854.9039218,0,100.0,70795.25,81920.0,293.224,1335
1776342855.0046272,0,100.0,70795.25,81920.0,294.199,1335
1776342855.104928,0,100.0,70795.25,81920.0,294.379,1335
1776342855.2051375,0,100.0,70795.25,81920.0,296.135,1335
1776342855.305347,0,100.0,70795.25,81920.0,296.799,1335
