request_id,timestamp,ttft_ms,tpot_ms,total_latency_ms,tokens_in,tokens_out,error
0,1776342832.272337,190.42634963989258,16.50092181037454,4398.1614112854,173,256,
1,1776342832.2726636,91.49646759033203,16.558295605229397,4313.861846923828,74,256,
2,1776342832.272774,143.36204528808594,16.59555341683182,4375.2281665802,119,256,
3,1776342832.2728796,173.6433506011963,16.54484599244361,4392.579078674316,83,256,
4,1776342832.27298,171.51951789855957,16.5192632114186,4383.931636810303,65,256,
5,1776342832.2731504,90.88397026062012,16.556856678981408,4312.882423400879,47,256,
6,1776342832.273205,125.73695182800293,16.571363748288622,4351.434707641602,137,256,
7,1776342832.273258,171.9362735748291,16.526135276345645,4386.100769042969,38,256,
8,1776342832.2733068,171.64850234985352,16.519466100954542,4384.112358093262,56,256,
9,1776342832.2733502,172.8956699371338,16.538910772286208,4390.317916870117,182,256,
10,1776342832.2733955,172.72591590881348,16.53578608643775,4389.351367950439,20,256,
11,1776342832.2734396,173.0659008026123,16.542930229037417,4391.513109207153,137,256,
12,1776342832.273486,126.22952461242676,16.5984125698314,4358.824729919434,38,256,
13,1776342832.273531,126.32942199707031,16.60322208030551,4360.151052474976,137,256,
14,1776342832.2735784,171.00048065185547,16.55739335452809,4393.135786056519,47,256,
15,1776342832.2736263,172.5907325744629,16.537968317667644,4389.772653579712,38,256,
16,1776342832.2736712,89.97631072998047,16.559219360351562,4312.577247619629,65,256,
17,1776342832.27372,125.90289115905762,16.590344672109566,4356.440782546997,20,256,
18,1776342832.2737658,142.88711547851562,16.60297898685231,4376.6467571258545,146,256,
19,1776342832.2738163,188.68279457092285,16.500017689723595,4396.187305450439,146,256,
20,1776342832.2738678,171.22483253479004,16.52043566984289,4383.935928344727,38,256,
21,1776342832.2739155,172.77121543884277,16.547347985061943,4392.344951629639,128,256,
22,1776342832.2739658,125.69236755371094,16.59358248991125,4357.055902481079,182,256,
23,1776342832.2740803,171.8761920928955,16.529499315748026,4386.898517608643,173,256,
