timestamp,gpu_index,utilization_pct,memory_used_mb,memory_total_mb,power_draw_w,sm_clock_mhz
1776342034.9848158,0,85.0,70795.25,81920.0,88.937,1410
1776342035.0860841,0,85.0,70795.25,81920.0,309.711,1410
1776342035.1862707,0,41.0,70795.25,81920.0,307.075,1395
1776342035.2864575,0,41.0,70795.25,81920.0,307.075,1380
1776342035.3866417,0,100.0,70795.25,81920.0,296.906,1395
1776342035.4868302,0,100.0,70795.25,81920.0,296.906,1395
1776342035.586997,0,100.0,70795.25,81920.0,302.208,1395
1776342035.6875176,0,100.0,70795.25,81920.0,304.779,1395
1776342035.7877052,0,100.0,70795.25,81920.0,303.355,1395
1776342035.887918,0,100.0,70795.25,81920.0,302.878,1350
1776342035.9881308,0,100.0,70795.25,81920.0,300.754,1350
1776342036.0883446,0,100.0,70795.25,81920.0,276.016,1380
1776342036.188554,0,100.0,70795.25,81920.0,294.764,1380
1776342036.2887688,0,100.0,70795.25,81920.0,303.608,1395
1776342036.3889792,0,100.0,70795.25,81920.0,302.568,1395
1776342036.4891896,0,100.0,70795.25,81920.0,303.059,1395
1776342036.5894024,0,100.0,70795.25,81920.0,301.605,1395
1776342036.6896195,0,100.0,70795.25,81920.0,300.358,1395
1776342036.7898352,0,100.0,70795.25,81920.0,298.711,1395
1776342036.890053,0,100.0,70795.25,81920.0,302.445,1380
1776342036.9902723,0,100.0,70795.25,81920.0,289.642,1380
1776342037.0904872,0,100.0,70795.25,81920.0,288.498,1380
1776342037.1907115,0,100.0,70795.25,81920.0,291.576,1395
1776342037.2909355,0,100.0,70795.25,81920.0,301.909,1395
1776342037.3911588,0,100.0,70795.25,81920.0,301.909,1395
1776342037.4913836,0,100.0,70795.25,81920.0,301.909,1395
1776342037.5916052,0,100.0,70795.25,81920.0,301.035,1395
1776342037.6918201,0,100.0,70795.25,81920.0,301.035,1395
1776342037.7920687,0,100.0,70795.25,81920.0,293.007,1380
1776342037.8922913,0,100.0,70795.25,81920.0,290.431,1380
1776342037.9925077,0,100.0,70795.25,81920.0,290.431,1395
1776342038.0927176,0,100.0,70795.25,81920.0,283.846,1395
1776342038.1929328,0,100.0,70795.25,81920.0,305.437,1395
1776342038.2931452,0,94.0,70795.25,81920.0,303.703,1395
1776342038.3933568,0,94.0,70795.25,81920.0,303.117,1395
1776342038.4935715,0,100.0,70795.25,81920.0,301.679,1395
1776342038.5937822,0,100.0,70795.25,81920.0,301.678,1395
1776342038.6940043,0,100.0,70795.25,81920.0,303.699,1395
1776342038.7941742,0,100.0,70795.25,81920.0,304.083,1395
1776342038.8942802,0,100.0,70795.25,81920.0,301.292,1380
1776342038.9944365,0,100.0,70795.25,81920.0,277.081,1365
1776342039.094628,0,100.0,70795.25,81920.0,280.977,1380
1776342039.1948206,0,100.0,70795.25,81920.0,300.274,1395
1776342039.2950358,0,100.0,70795.25,81920.0,305.954,1395
1776342039.3952515,0,100.0,70795.25,81920.0,303.365,1395
1776342039.4954693,0,100.0,70795.25,81920.0,302.896,1395
1776342039.59568,0,100.0,70795.25,81920.0,304.611,1395
1776342039.6958928,0,100.0,70795.25,81920.0,304.602,1395
1776342039.7961047,0,100.0,70795.25,81920.0,304.41,1380
1776342039.8963218,0,100.0,70795.25,81920.0,290.781,1380
1776342039.996696,0,100.0,70795.25,81920.0,286.467,1365
1776342040.096926,0,100.0,70795.25,81920.0,288.564,1380
1776342040.1971374,0,100.0,70795.25,81920.0,291.877,1395
1776342040.2973506,0,100.0,70795.25,81920.0,300.562,1395
1776342040.3975608,0,100.0,70795.25,81920.0,300.562,1395
1776342040.4977748,0,100.0,70795.25,81920.0,300.929,1395
